,cfips,year,pct_bb,pct_college,pct_foreign_born,pct_it_workers,median_hh_inc
4501,27091,2020,76.8,15.1,1.2,0.7,53915.0
4502,27093,2020,74.4,14.0,2.0,0.6,61856.0
4503,27095,2020,75.0,10.6,1.6,0.4,53888.0
4504,27097,2020,73.9,12.3,1.3,0.7,54962.0
4505,27099,2020,77.4,14.7,9.9,0.9,53665.0
4506,27101,2020,75.0,13.4,3.1,1.0,57500.0
4507,27103,2020,83.3,21.7,4.5,2.0,65027.0
4508,27105,2020,73.7,11.2,19.4,0.6,54149.0
4509,27107,2020,65.3,14.3,1.8,1.8,55206.0
4510,27109,2020,86.1,24.8,10.9,1.7,74880.0
4511,27111,2020,73.3,17.7,2.5,1.9,57131.0
4512,27113,2020,76.7,15.7,2.2,0.7,59036.0
4513,27115,2020,68.8,10.2,1.4,0.7,49138.0
4514,27117,2020,74.7,17.4,6.5,0.9,52309.0
4515,27119,2020,78.8,16.6,3.3,1.5,57151.0
4516,27121,2020,73.5,15.3,1.2,1.3,58132.0
4517,27123,2020,84.5,25.1,15.6,2.2,62304.0
4518,27125,2020,74.8,13.1,1.1,1.0,56588.0
4519,27127,2020,69.6,14.4,2.3,0.8,53230.0
4520,27129,2020,66.2,11.0,2.5,1.0,57886.0
4521,27131,2020,81.9,17.6,7.8,1.4,65758.0
4522,27133,2020,78.6,16.4,1.7,0.5,59890.0
4523,27135,2020,59.4,15.2,3.8,0.5,59644.0
4524,27137,2020,76.5,19.0,2.3,1.4,53344.0
4525,27139,2020,89.4,28.2,9.2,2.2,97744.0
4526,27141,2020,86.9,19.6,3.3,0.9,85818.0
4527,27143,2020,72.9,12.5,5.4,0.9,62761.0
4528,27145,2020,80.7,18.8,6.8,1.5,60606.0
4529,27147,2020,81.7,17.2,4.2,1.2,62731.0
4530,27149,2020,78.1,19.9,5.1,1.4,58363.0
4531,27151,2020,72.0,13.9,2.4,2.9,48577.0
4532,27153,2020,69.7,11.6,3.4,1.4,52872.0
4533,27155,2020,73.9,12.3,1.8,0.1,48784.0
4534,27157,2020,80.4,14.9,2.0,0.9,65138.0
4535,27159,2020,71.8,9.9,0.8,0.8,45860.0
4536,27161,2020,81.1,14.2,3.6,1.8,55612.0
4537,27163,2020,90.3,27.8,6.8,2.5,92376.0
4538,27165,2020,66.7,12.0,12.6,1.3,51097.0
4539,27167,2020,74.7,18.7,0.6,3.4,54935.0
4540,27169,2020,81.1,19.6,3.4,2.5,55529.0
4541,27171,2020,84.9,20.6,2.8,1.2,81881.0
4542,27173,2020,75.3,12.1,1.8,1.2,56943.0
4543,28001,2020,70.4,10.4,7.4,0.8,29203.0
4544,28003,2020,66.7,10.2,1.7,1.7,40180.0
4545,28005,2020,55.3,8.1,0.6,1.7,31854.0
4546,28007,2020,61.6,9.3,0.9,1.1,34756.0
4547,28009,2020,54.8,5.7,1.5,0.0,35974.0
4548,28011,2020,57.8,14.3,1.5,0.5,29912.0
4549,28013,2020,59.5,6.0,3.0,1.3,36440.0
4550,28015,2020,62.2,9.5,0.3,5.7,43060.0
4551,28017,2020,55.3,9.3,2.0,0.4,35939.0
4552,28019,2020,57.4,10.8,0.3,0.3,37203.0
4553,28021,2020,61.3,10.1,1.1,0.0,26732.0
4554,28023,2020,57.0,7.9,0.3,0.7,39246.0
4555,28025,2020,66.7,13.1,0.3,2.5,35121.0
4556,28027,2020,58.6,11.5,0.4,0.3,30009.0
4557,28029,2020,44.7,10.4,2.0,1.1,40361.0
4558,28031,2020,55.0,10.5,0.4,1.1,35931.0
4559,28033,2020,83.5,16.3,3.6,1.1,65169.0
4560,28035,2020,72.9,16.3,2.8,0.9,40675.0
4561,28037,2020,71.2,10.9,0.4,2.1,40810.0
4562,28039,2020,63.6,7.3,1.4,0.9,48319.0
4563,28041,2020,67.9,6.3,1.4,5.3,49447.0
4564,28043,2020,63.4,12.4,0.3,0.2,36877.0
4565,28045,2020,75.3,14.8,1.9,1.0,47543.0
4566,28047,2020,76.8,14.1,4.8,1.3,45566.0
4567,28049,2020,73.8,17.1,1.8,2.2,43005.0
4568,28051,2020,38.4,6.5,0.1,1.0,21093.0
4569,28053,2020,62.1,7.7,1.8,0.4,28507.0
4570,28055,2020,49.2,2.8,0.4,0.0,25776.0
4571,28057,2020,70.0,8.5,0.9,1.3,40510.0
4572,28059,2020,75.8,13.0,3.5,1.1,51142.0
4573,28061,2020,45.9,9.7,0.2,0.1,35931.0
4574,28063,2020,61.0,5.4,0.6,0.0,20188.0
4575,28065,2020,42.4,7.5,0.4,0.1,30083.0
4576,28067,2020,52.9,11.8,2.7,0.8,41263.0
4577,28069,2020,44.2,6.8,0.0,0.2,28176.0
4578,28071,2020,79.3,23.9,3.5,1.7,47132.0
4579,28073,2020,81.4,22.2,2.7,1.8,58188.0
4580,28075,2020,65.6,12.3,2.0,1.1,41704.0
4581,28077,2020,42.8,9.0,0.3,0.2,42290.0
4582,28079,2020,54.8,8.2,2.0,1.1,33482.0
4583,28081,2020,72.9,15.3,1.9,1.6,47978.0
4584,28083,2020,40.8,10.7,1.8,2.5,26052.0
4585,28085,2020,56.4,9.9,0.4,0.8,40355.0
4586,28087,2020,70.0,14.6,2.4,1.0,45355.0
4587,28089,2020,81.8,27.7,3.9,2.6,71690.0
4588,28091,2020,50.9,8.4,1.4,1.2,31446.0
4589,28093,2020,55.6,10.0,1.5,0.7,41572.0
4590,28095,2020,63.7,11.8,0.7,0.9,40940.0
4591,28097,2020,64.3,14.2,0.8,1.4,33667.0
4592,28099,2020,61.7,7.9,1.3,0.4,36875.0
4593,28101,2020,60.7,12.7,1.4,1.4,33831.0
4594,28103,2020,51.2,9.6,1.0,0.5,36000.0
4595,28105,2020,73.4,21.3,3.6,0.5,38800.0
4596,28107,2020,53.4,9.3,1.2,0.7,36563.0
4597,28109,2020,72.6,11.0,1.5,1.0,45820.0
4598,28111,2020,64.5,8.5,0.3,0.7,39007.0
4599,28113,2020,51.6,10.2,0.6,1.2,30910.0
4600,28115,2020,59.5,10.8,3.0,1.2,41379.0
4601,28117,2020,67.5,7.1,0.6,0.2,37519.0
4602,28119,2020,52.7,7.7,0.5,0.1,25510.0
4603,28121,2020,80.6,18.4,2.7,2.0,64557.0
4604,28123,2020,54.2,8.3,7.2,0.6,33735.0
4605,28125,2020,61.6,14.1,1.7,0.0,28799.0
4606,28127,2020,55.6,8.5,0.7,0.9,37946.0
4607,28129,2020,49.2,6.7,0.7,0.9,41657.0
4608,28131,2020,69.5,10.1,0.7,1.3,44883.0
4609,28133,2020,56.8,10.1,0.4,1.5,30029.0
4610,28135,2020,49.4,7.6,5.0,0.6,30028.0
4611,28137,2020,68.0,12.2,1.9,0.5,51056.0
4612,28139,2020,60.3,10.3,2.2,0.4,39839.0
4613,28141,2020,64.0,6.8,1.6,2.8,37312.0
4614,28143,2020,64.6,12.0,2.5,0.1,37822.0
4615,28145,2020,64.9,8.9,2.4,1.1,41287.0
4616,28147,2020,48.1,7.3,0.5,1.1,29804.0
4617,28149,2020,71.6,14.0,2.0,0.7,43039.0
4618,28151,2020,62.3,11.5,1.4,2.3,30834.0
4619,28153,2020,62.0,8.7,0.1,0.7,37970.0
4620,28155,2020,67.4,11.1,0.7,1.6,40683.0
4621,28157,2020,47.9,8.6,0.0,0.2,26599.0
4622,28159,2020,60.2,11.4,0.5,0.1,36214.0
4623,28161,2020,51.6,10.4,0.4,0.6,41864.0
4624,28163,2020,58.2,9.6,4.1,0.2,31402.0
4625,29001,2020,71.4,14.5,4.1,2.5,40046.0
4626,29003,2020,75.7,15.3,1.0,0.9,55683.0
4627,29005,2020,73.5,16.5,0.8,1.7,48385.0
4628,29007,2020,69.1,9.3,1.7,1.1,43761.0
4629,29009,2020,62.4,10.1,5.1,2.1,41463.0
4630,29011,2020,63.7,12.4,1.0,1.7,41625.0
4631,29013,2020,69.1,9.9,0.8,1.1,46186.0
4632,29015,2020,66.5,8.1,0.7,0.1,38028.0
4633,29017,2020,67.1,6.7,0.5,0.7,42985.0
4634,29019,2020,82.7,25.8,6.6,2.0,54043.0
4635,29021,2020,74.0,13.7,3.9,2.2,50457.0
4636,29023,2020,70.8,8.5,1.1,0.5,39058.0
4637,29025,2020,69.9,13.5,1.3,0.4,48033.0
4638,29027,2020,71.3,14.5,1.9,1.7,55376.0
4639,29029,2020,76.5,13.8,2.4,1.0,52087.0
4640,29031,2020,80.7,19.0,2.9,1.5,51730.0
4641,29033,2020,67.1,11.7,1.3,1.4,42149.0
4642,29035,2020,63.1,11.3,0.2,0.0,39415.0
4643,29037,2020,82.3,17.2,2.2,2.4,67659.0
4644,29039,2020,70.5,9.8,0.9,1.4,39412.0
4645,29041,2020,70.3,12.1,0.4,4.5,46992.0
4646,29043,2020,80.5,18.5,1.9,1.6,57019.0
4647,29045,2020,67.2,8.6,0.6,1.9,47955.0
4648,29047,2020,86.4,22.1,4.8,2.0,68367.0
4649,29049,2020,77.3,14.2,1.1,2.2,58510.0
4650,29051,2020,68.8,21.4,3.0,2.7,57587.0
4651,29053,2020,72.6,14.8,0.9,1.4,48750.0
4652,29055,2020,66.7,7.5,0.9,0.6,38036.0
4653,29057,2020,67.5,10.0,0.9,0.5,39979.0
4654,29059,2020,63.3,6.9,1.3,1.0,41551.0
4655,29061,2020,72.1,13.5,0.8,0.5,50380.0
4656,29063,2020,71.3,11.8,0.7,0.6,50000.0
4657,29065,2020,65.0,9.2,1.0,3.4,39916.0
4658,29067,2020,59.7,6.7,0.8,1.0,34372.0
4659,29069,2020,70.9,8.8,3.2,1.0,34186.0
4660,29071,2020,76.0,12.7,1.5,1.7,55312.0
4661,29073,2020,75.2,11.8,0.7,1.6,53439.0
4662,29075,2020,72.9,12.2,1.1,1.0,42689.0
4663,29077,2020,75.1,19.0,3.0,2.2,44808.0
4664,29079,2020,70.8,11.3,2.3,0.9,42574.0
4665,29081,2020,74.1,10.7,1.5,1.5,40168.0
4666,29083,2020,73.2,10.5,1.6,0.5,43911.0
4667,29085,2020,64.9,6.3,0.7,2.5,36190.0
4668,29087,2020,68.2,13.7,0.9,2.1,45610.0
4669,29089,2020,71.5,15.0,0.8,0.8,50372.0
4670,29091,2020,68.0,9.1,1.2,1.4,36143.0
4671,29093,2020,60.7,7.6,1.1,0.7,37188.0
4672,29095,2020,78.7,19.7,5.8,2.6,52805.0
4673,29097,2020,71.8,16.4,4.1,1.9,46929.0
4674,29099,2020,82.0,13.5,1.8,1.8,63030.0
4675,29101,2020,85.2,16.7,2.8,1.6,53056.0
4676,29103,2020,60.3,10.9,0.8,1.7,40383.0
4677,29105,2020,67.9,10.7,1.0,1.1,46192.0
4678,29107,2020,73.6,12.8,1.4,1.9,54661.0
4679,29109,2020,72.7,10.6,3.0,1.4,43373.0
4680,29111,2020,71.8,8.4,0.9,0.3,47764.0
4681,29113,2020,78.4,11.0,1.4,1.1,61628.0
4682,29115,2020,68.6,10.2,0.6,6.5,43642.0
4683,29117,2020,67.5,12.7,0.7,2.0,47885.0
4684,29119,2020,49.6,7.8,7.8,2.0,42019.0
4685,29121,2020,65.1,10.6,0.8,2.2,40007.0
4686,29123,2020,65.2,10.1,0.7,0.4,41322.0
4687,29125,2020,63.2,10.1,0.6,2.4,44436.0
4688,29127,2020,75.9,13.6,0.9,1.2,46762.0
4689,29129,2020,65.0,10.7,1.8,4.1,44085.0
4690,29131,2020,67.0,10.5,0.9,0.9,42718.0
4691,29133,2020,66.6,8.7,0.5,0.0,32846.0
4692,29135,2020,61.9,14.2,1.2,1.5,54828.0
4693,29137,2020,67.7,8.9,0.5,0.9,43973.0
4694,29139,2020,66.8,8.8,0.7,0.2,45862.0
4695,29141,2020,62.0,8.1,0.7,1.1,37727.0
4696,29143,2020,68.3,7.1,0.5,0.4,35399.0
4697,29145,2020,70.4,13.2,3.2,1.3,49023.0
4698,29147,2020,76.9,15.4,2.3,1.8,43349.0
4699,29149,2020,53.0,8.5,1.4,2.2,32534.0
4700,29151,2020,63.2,14.1,0.1,1.0,58476.0
4701,29153,2020,59.4,6.7,0.6,0.5,32601.0
4702,29155,2020,68.5,7.6,0.5,0.2,33390.0
4703,29157,2020,76.8,10.8,1.1,0.9,54964.0
4704,29159,2020,73.8,11.6,6.4,1.5,44382.0
4705,29161,2020,78.9,16.4,5.5,0.6,42846.0
4706,29163,2020,70.3,12.1,1.2,2.7,45753.0
4707,29165,2020,89.3,25.5,5.3,2.6,76912.0
4708,29167,2020,75.0,12.4,0.7,0.9,44892.0
4709,29169,2020,78.6,16.5,5.1,1.8,51665.0
4710,29171,2020,62.3,12.5,0.8,0.5,37367.0
4711,29173,2020,75.9,8.7,1.1,0.1,55546.0
4712,29175,2020,74.3,9.7,1.2,1.4,46610.0
4713,29177,2020,74.2,9.9,0.8,2.4,59857.0
4714,29179,2020,70.2,8.2,0.6,1.3,40929.0
4715,29181,2020,62.6,7.0,0.6,1.5,33343.0
4716,29183,2020,88.3,24.1,4.0,3.0,81411.0
4717,29185,2020,64.3,8.6,1.2,0.7,38470.0
4718,29186,2020,71.6,10.9,1.0,1.2,56234.0
4719,29187,2020,75.8,8.0,1.0,0.9,45774.0
4720,29189,2020,84.7,24.8,7.3,2.6,65300.0
4721,29195,2020,73.5,11.4,6.2,0.5,43201.0
4722,29197,2020,57.9,6.5,0.5,0.5,39697.0
4723,29199,2020,72.3,8.8,0.2,1.7,42965.0
4724,29201,2020,74.0,9.0,1.3,2.7,42231.0
4725,29203,2020,57.5,10.6,0.1,0.0,32180.0
4726,29205,2020,71.5,11.8,0.3,1.4,44051.0
4727,29207,2020,70.9,9.0,0.5,1.2,40567.0
4728,29209,2020,77.5,13.0,1.9,1.3,46443.0
4729,29211,2020,65.7,7.2,9.1,1.5,42604.0
4730,29213,2020,77.3,12.4,3.5,1.8,41487.0
4731,29215,2020,61.7,9.7,0.9,0.6,35277.0
4732,29217,2020,75.0,10.5,1.3,2.5,43379.0
4733,29219,2020,75.7,12.5,1.7,1.6,57948.0
4734,29221,2020,62.3,6.0,0.2,1.4,39621.0
4735,29223,2020,67.3,6.9,0.7,2.5,34391.0
4736,29225,2020,67.7,10.6,0.9,0.8,47421.0
4737,29227,2020,70.9,12.2,1.2,0.1,52500.0
4738,29229,2020,64.7,7.1,1.0,1.2,32752.0
4739,29510,2020,70.9,19.2,6.8,2.8,41107.0
4740,30001,2020,74.5,24.2,3.3,3.1,44809.0
4741,30003,2020,60.8,12.8,1.3,0.1,46365.0
4742,30005,2020,65.6,16.6,0.9,1.9,38083.0
4743,30007,2020,69.8,19.1,1.0,1.1,56469.0
4744,30009,2020,77.2,21.1,1.0,1.8,57538.0
4745,30011,2020,75.0,14.8,0.0,0.0,44196.0
4746,30013,2020,74.6,17.6,2.1,2.0,48160.0
4747,30015,2020,70.4,21.8,1.7,0.0,40942.0
4748,30017,2020,74.9,15.0,1.6,1.5,55841.0
4749,30019,2020,71.1,17.4,4.1,11.7,54750.0
4750,30021,2020,76.7,15.0,1.0,0.9,59820.0
4751,30023,2020,71.9,13.0,2.5,0.0,41783.0
4752,30025,2020,81.1,10.3,1.4,3.0,60750.0
4753,30027,2020,76.9,22.1,1.4,1.5,50327.0
4754,30029,2020,81.9,20.2,2.2,1.2,52966.0
4755,30031,2020,86.1,31.7,3.4,1.4,61499.0
4756,30033,2020,73.2,13.5,0.0,0.0,45893.0
4757,30035,2020,57.6,12.4,1.4,0.3,31029.0
4758,30037,2020,71.5,19.9,1.5,0.0,39952.0
4759,30039,2020,73.5,16.0,1.0,1.5,48958.0
4760,30041,2020,75.3,18.3,1.4,1.9,47141.0
4761,30043,2020,79.0,24.1,0.6,1.4,66867.0
4762,30045,2020,78.0,23.8,1.0,0.3,45764.0
4763,30047,2020,72.5,18.4,2.0,1.4,45488.0
4764,30049,2020,79.8,23.9,1.4,1.3,62130.0
4765,30051,2020,69.4,11.7,0.5,2.4,47419.0
4766,30053,2020,70.9,14.7,2.6,2.3,38287.0
4767,30055,2020,68.0,14.9,0.7,6.0,47500.0
4768,30057,2020,71.1,19.0,4.2,2.3,50247.0
4769,30059,2020,64.8,18.7,1.6,0.7,43109.0
4770,30061,2020,65.6,11.8,2.8,2.5,41905.0
4771,30063,2020,83.9,25.8,2.9,2.5,51270.0
4772,30065,2020,71.9,9.4,1.0,1.5,41612.0
4773,30067,2020,80.0,22.1,2.6,1.5,49194.0
4774,30069,2020,77.0,19.5,1.4,0.6,44688.0
4775,30071,2020,68.5,14.9,1.7,1.3,46222.0
4776,30073,2020,71.6,18.4,1.5,0.7,45458.0
4777,30075,2020,75.0,21.7,1.3,0.4,52457.0
4778,30077,2020,70.9,12.7,0.5,0.3,49652.0
4779,30079,2020,73.7,17.2,1.9,0.7,47250.0
4780,30081,2020,76.8,16.3,1.7,1.7,48930.0
4781,30083,2020,76.4,13.9,2.1,0.8,67272.0
4782,30085,2020,65.8,12.3,1.1,1.3,42904.0
4783,30087,2020,54.5,13.6,1.3,3.2,56549.0
4784,30089,2020,67.6,13.3,2.1,1.8,36984.0
4785,30091,2020,78.5,18.2,2.3,2.5,54321.0
4786,30093,2020,71.8,17.8,2.5,1.6,42237.0
4787,30095,2020,80.6,18.1,1.5,0.9,63785.0
4788,30097,2020,72.5,17.7,0.9,0.7,49514.0
4789,30099,2020,73.0,16.9,1.6,4.7,51862.0
4790,30101,2020,72.2,12.4,3.6,1.3,46823.0
4791,30103,2020,69.6,17.5,0.9,0.4,42292.0
4792,30105,2020,73.1,15.5,1.8,2.8,55882.0
4793,30107,2020,71.4,14.7,2.8,0.1,41186.0
4794,30109,2020,60.4,18.3,3.1,2.9,50202.0
4795,30111,2020,81.7,21.8,2.1,2.6,59117.0
4796,31001,2020,78.5,15.5,5.7,1.1,51536.0
4797,31003,2020,72.0,13.9,1.7,0.9,48716.0
4798,31005,2020,71.5,22.1,0.5,0.0,43854.0
4799,31007,2020,74.9,14.2,1.3,1.0,59625.0
4800,31009,2020,79.4,13.6,0.0,0.0,50870.0
4801,31011,2020,78.8,14.3,0.7,1.3,54063.0
4802,31013,2020,77.0,13.8,2.0,0.4,56412.0
4803,31015,2020,69.2,14.5,1.5,0.8,50729.0
4804,31017,2020,71.5,14.4,2.2,1.5,41550.0
4805,31019,2020,82.3,23.2,4.6,2.2,56952.0
4806,31021,2020,68.5,13.7,1.5,2.0,51482.0
4807,31023,2020,74.3,15.2,2.2,0.6,55562.0
4808,31025,2020,82.3,18.8,1.1,1.4,71139.0
4809,31027,2020,78.5,13.9,0.3,1.5,58978.0
4810,31029,2020,81.3,15.4,7.9,1.9,55833.0
4811,31031,2020,76.3,15.2,2.7,0.5,53684.0
4812,31033,2020,74.9,20.1,2.0,1.5,56538.0
4813,31035,2020,76.1,13.0,3.7,0.7,56316.0
4814,31037,2020,73.1,9.6,31.1,0.6,56528.0
4815,31039,2020,66.6,17.5,5.5,1.4,55190.0
4816,31041,2020,70.2,13.9,2.0,1.8,49891.0
4817,31043,2020,75.3,8.6,24.1,1.4,55017.0
4818,31045,2020,77.8,20.3,1.1,0.7,51748.0
4819,31047,2020,76.5,10.9,19.3,0.8,53769.0
4820,31049,2020,70.5,11.8,1.4,0.0,48500.0
4821,31051,2020,72.7,14.6,7.3,0.7,56775.0
4822,31053,2020,75.7,12.0,6.7,1.3,53101.0
4823,31055,2020,82.8,25.5,9.6,2.6,61688.0
4824,31057,2020,71.1,13.7,7.9,1.3,44350.0
4825,31059,2020,72.9,14.6,1.5,0.9,55625.0
4826,31061,2020,71.2,12.5,1.4,2.1,49235.0
4827,31063,2020,68.3,12.8,1.0,0.5,51855.0
4828,31065,2020,73.1,15.3,1.9,3.1,47989.0
4829,31067,2020,76.2,14.7,1.6,1.5,51662.0
4830,31069,2020,72.2,19.8,2.2,0.0,44471.0
4831,31071,2020,60.4,16.8,0.7,0.0,48545.0
4832,31073,2020,78.8,18.6,1.1,0.5,62545.0
4833,31075,2020,72.0,19.7,0.3,1.7,39479.0
4834,31077,2020,67.8,12.4,1.3,4.0,47128.0
4835,31079,2020,78.4,15.0,13.8,1.3,54742.0
4836,31081,2020,84.5,18.5,1.1,2.1,64042.0
4837,31083,2020,76.5,16.4,1.5,0.3,50344.0
4838,31085,2020,76.5,15.8,5.5,0.0,45515.0
4839,31087,2020,68.0,12.8,0.5,2.0,42902.0
4840,31089,2020,71.0,15.5,3.0,1.9,57468.0
4841,31091,2020,67.7,17.0,0.1,0.0,39115.0
4842,31093,2020,72.6,15.5,1.6,1.6,54399.0
4843,31095,2020,71.4,12.1,1.5,1.3,43295.0
4844,31097,2020,71.8,10.9,3.7,0.3,52794.0
4845,31099,2020,77.9,16.0,3.3,2.0,56952.0
4846,31101,2020,80.3,14.3,2.5,2.8,48901.0
4847,31103,2020,76.4,14.9,0.5,0.8,49688.0
4848,31105,2020,68.6,13.4,1.1,0.5,43856.0
4849,31107,2020,71.7,15.4,1.4,1.5,49752.0
4850,31109,2020,86.0,24.7,7.7,2.3,58009.0
4851,31111,2020,77.9,14.3,1.8,1.4,56794.0
4852,31113,2020,70.1,18.1,2.8,0.3,51607.0
4853,31115,2020,68.8,17.4,0.0,0.0,53125.0
4854,31117,2020,59.6,18.0,0.0,0.0,48882.0
4855,31119,2020,76.3,16.0,7.3,1.5,52857.0
4856,31121,2020,71.4,13.2,2.7,1.0,54197.0
4857,31123,2020,73.3,14.4,4.4,0.2,45121.0
4858,31125,2020,74.9,11.3,0.9,0.0,45833.0
4859,31127,2020,76.4,20.1,1.4,0.7,51922.0
4860,31129,2020,72.3,11.8,2.1,1.7,42049.0
4861,31131,2020,77.3,15.8,4.0,1.2,54828.0
4862,31133,2020,67.3,11.8,1.3,0.0,46314.0
4863,31135,2020,83.0,18.8,2.4,0.4,62469.0
4864,31137,2020,77.4,18.6,1.4,0.6,57241.0
4865,31139,2020,77.4,16.8,1.5,1.6,56620.0
4866,31141,2020,77.2,15.6,9.3,1.1,62617.0
4867,31143,2020,82.0,15.3,3.5,0.8,61962.0
4868,31145,2020,74.1,12.2,1.4,1.2,46859.0
4869,31147,2020,74.9,12.8,0.6,2.3,48096.0
4870,31149,2020,70.3,16.1,0.6,0.0,52604.0
4871,31151,2020,75.5,9.5,14.9,0.8,51143.0
4872,31153,2020,89.9,25.8,5.1,2.3,79549.0
4873,31155,2020,79.0,17.4,1.3,0.9,66718.0
4874,31157,2020,75.2,15.5,4.1,1.3,50157.0
4875,31159,2020,80.6,19.6,1.6,1.1,67591.0
4876,31161,2020,67.4,16.3,1.7,2.1,41719.0
4877,31163,2020,74.5,12.5,1.6,0.8,51172.0
4878,31165,2020,67.9,22.2,0.2,0.6,46875.0
4879,31167,2020,78.5,12.1,4.0,0.7,62687.0
4880,31169,2020,74.5,13.8,0.6,0.4,50734.0
4881,31171,2020,82.2,19.1,0.6,4.2,50682.0
4882,31173,2020,62.8,11.2,1.6,1.1,48149.0
4883,31175,2020,71.9,17.7,1.0,2.3,55170.0
4884,31177,2020,81.6,21.9,1.2,1.9,70753.0
4885,31179,2020,84.9,22.6,2.8,1.5,62623.0
4886,31181,2020,72.8,14.1,1.0,2.1,42298.0
4887,31183,2020,71.7,11.8,0.6,0.0,52083.0
4888,31185,2020,79.4,19.2,1.8,2.0,59779.0
4889,32001,2020,82.2,12.2,7.9,1.9,51514.0
4890,32003,2020,81.0,15.8,22.2,1.6,56802.0
4891,32005,2020,86.0,17.9,7.6,1.2,62503.0
4892,32007,2020,82.5,11.4,8.8,1.6,77209.0
4893,32009,2020,52.6,11.8,11.7,1.4,40000.0
4894,32011,2020,77.6,11.0,1.2,0.0,77625.0
4895,32013,2020,77.8,9.8,11.7,1.9,70373.0
4896,32015,2020,77.8,4.9,10.2,1.2,93583.0
4897,32017,2020,75.9,10.8,3.2,1.3,56414.0
4898,32019,2020,82.4,9.7,6.8,1.3,55493.0
4899,32021,2020,69.6,10.6,5.3,0.0,41163.0
4900,32023,2020,73.1,8.4,7.3,2.2,45711.0
4901,32027,2020,70.1,7.8,10.4,0.7,50846.0
4902,32029,2020,78.7,20.4,2.4,5.2,62284.0
4903,32031,2020,83.4,19.0,14.0,1.8,61155.0
4904,32033,2020,79.7,10.6,4.3,0.1,62993.0
4905,32510,2020,79.5,14.2,12.2,1.3,52034.0
4906,33001,2020,84.4,19.8,2.5,1.2,68368.0
4907,33003,2020,84.6,21.0,2.7,1.0,61116.0
4908,33005,2020,81.7,19.5,3.3,1.6,63057.0
4909,33007,2020,75.4,12.2,3.5,1.0,45696.0
4910,33009,2020,81.6,20.3,5.8,1.1,63153.0
4911,33011,2020,88.2,23.8,9.4,2.9,78655.0
4912,33013,2020,85.3,20.6,5.3,1.9,72478.0
4913,33015,2020,90.0,25.5,4.8,2.8,90429.0
4914,33017,2020,84.5,22.1,5.4,2.1,70650.0
4915,33019,2020,80.1,17.0,2.8,1.9,60780.0
4916,34001,2020,80.7,18.3,16.2,1.5,59989.0
4917,34003,2020,88.6,30.1,30.7,3.6,95837.0
4918,34005,2020,87.3,24.1,9.7,2.6,84992.0
4919,34007,2020,82.1,20.0,11.0,2.2,67118.0
4920,34009,2020,82.7,20.6,4.8,1.5,63690.0
4921,34011,2020,74.4,10.1,10.4,1.1,52593.0
4922,34013,2020,78.5,20.8,26.5,3.5,59302.0
4923,34015,2020,86.2,21.0,5.3,2.3,85160.0
4924,34017,2020,83.4,25.6,42.8,3.7,66289.0
4925,34019,2020,89.3,30.7,9.0,4.5,112535.0
4926,34021,2020,81.6,21.5,22.0,2.4,79990.0
4927,34023,2020,84.9,25.3,32.7,3.4,85954.0
4928,34025,2020,87.4,27.1,13.3,4.1,95699.0
4929,34027,2020,90.3,30.9,19.1,4.1,111316.0
4930,34029,2020,80.7,19.4,7.9,2.4,68021.0
4931,34031,2020,78.4,18.8,29.5,2.5,66476.0
4932,34033,2020,77.5,14.3,4.5,0.8,64309.0
4933,34035,2020,90.7,29.6,25.0,4.9,111772.0
4934,34037,2020,88.1,23.6,7.9,2.8,90520.0
4935,34039,2020,81.7,21.0,30.0,2.8,77095.0
4936,34041,2020,84.1,21.0,9.6,3.0,78145.0
4937,35001,2020,77.7,18.5,10.2,2.2,51643.0
4938,35003,2020,51.5,14.1,1.9,0.5,42480.0
4939,35005,2020,69.7,11.8,12.7,0.6,43197.0
4940,35006,2020,55.3,8.6,3.1,1.7,37368.0
4941,35007,2020,65.6,12.3,3.5,0.7,33783.0
4942,35009,2020,77.7,13.1,10.1,2.1,46182.0
4943,35011,2020,63.0,5.4,2.6,1.6,31028.0
4944,35013,2020,70.5,16.5,17.6,1.3,39164.0
4945,35015,2020,78.1,10.0,6.4,0.7,62982.0
4946,35017,2020,67.1,16.2,3.7,1.8,37880.0
4947,35019,2020,39.0,8.2,1.6,0.0,24085.0
4948,35021,2020,49.3,18.5,1.3,0.0,30875.0
4949,35023,2020,63.7,9.2,7.1,0.0,36339.0
4950,35025,2020,75.8,8.0,16.5,1.2,59797.0
4951,35027,2020,69.0,20.4,8.7,1.8,42267.0
4952,35028,2020,86.1,27.3,9.3,0.5,115248.0
4953,35029,2020,57.0,7.8,18.5,0.5,27377.0
4954,35031,2020,43.0,6.3,2.4,1.1,31674.0
4955,35033,2020,51.2,5.9,0.9,3.1,26968.0
4956,35035,2020,75.4,11.2,11.4,1.7,42752.0
4957,35037,2020,57.2,8.5,2.8,1.7,27075.0
4958,35039,2020,52.1,12.5,3.7,,
4959,35041,2020,75.2,14.5,11.2,0.7,40775.0
4960,35043,2020,81.6,18.3,5.7,2.1,59420.0
4961,35045,2020,63.0,8.6,3.1,0.8,50582.0
4962,35047,2020,52.9,12.7,3.6,0.7,31660.0
4963,35049,2020,78.7,20.3,12.5,1.4,59192.0
4964,35051,2020,61.2,13.0,4.4,1.1,30451.0
4965,35053,2020,52.5,11.4,5.7,0.7,36146.0
