year,pct_bb,pct_college,pct_foreign_born,pct_it_workers,median_hh_inc,cfips
2019,63.4,13.1,3.4,1.4,33545.0,51690
2019,77.4,15.3,7.3,1.4,51082.0,51700
2019,78.9,16.5,7.2,1.8,47137.0,51710
2019,63.1,12.8,3.4,1.6,26971.0,51720
2019,61.6,10.1,3.6,1.1,33939.0,51730
2019,87.0,24.2,2.6,1.9,88328.0,51735
2019,73.6,14.3,3.0,1.6,48727.0,51740
2019,75.7,18.5,2.6,0.6,36082.0,51750
2019,70.6,22.3,6.4,2.2,42356.0,51760
2019,69.8,14.3,7.6,1.5,41483.0,51770
2019,76.1,17.4,2.2,1.4,53990.0,51775
2019,72.1,18.9,3.0,1.5,46435.0,51790
2019,76.9,16.3,3.6,1.8,68089.0,51800
2019,86.6,22.7,9.1,2.1,70500.0,51810
2019,67.3,13.2,5.0,4.5,42112.0,51820
2019,82.1,27.8,8.8,2.0,54606.0,51830
2019,71.1,18.5,11.8,3.6,49330.0,51840
2019,63.1,9.0,24.9,0.3,48131.0,53001
2019,76.3,15.3,2.0,1.2,47483.0,53003
2019,80.2,18.6,10.3,1.4,63001.0,53005
2019,73.7,15.6,10.7,1.4,54975.0,53007
2019,80.0,14.9,5.2,1.4,48002.0,53009
2019,86.9,19.1,10.4,2.1,67832.0,53011
2019,75.8,17.9,5.8,1.6,46250.0,53013
2019,77.7,9.6,4.1,1.0,49804.0,53015
2019,77.5,12.5,15.2,0.9,55805.0,53017
2019,60.8,11.2,1.4,1.6,41081.0,53019
2019,73.3,10.6,23.0,1.0,60275.0,53021
2019,72.2,16.5,1.7,2.0,51399.0,53023
2019,74.8,10.9,19.2,1.0,52382.0,53025
2019,78.1,10.1,5.1,1.0,45483.0,53027
2019,87.1,20.6,7.1,1.4,61516.0,53029
2019,84.0,23.1,5.3,1.6,51842.0,53031
2019,88.5,30.7,22.1,4.0,83571.0,53033
2019,88.0,20.7,6.5,1.8,68336.0,53035
2019,81.5,23.3,5.7,2.2,53163.0,53037
2019,73.3,17.7,7.3,2.0,51258.0,53039
2019,73.8,9.7,4.8,1.3,46387.0,53041
2019,75.4,15.5,1.7,1.0,49460.0,53043
2019,78.8,12.4,5.8,0.8,53087.0,53045
2019,68.8,11.6,10.8,1.1,42598.0,53047
2019,75.0,10.9,6.3,1.1,39895.0,53049
2019,66.6,13.8,3.6,2.8,49184.0,53051
2019,83.5,17.1,9.4,1.8,63881.0,53053
2019,83.5,28.0,6.9,2.5,60271.0,53055
2019,83.1,16.3,10.0,1.1,59263.0,53057
2019,71.4,13.7,3.8,2.8,53606.0,53059
2019,87.0,21.6,15.3,2.7,78020.0,53061
2019,82.4,18.5,5.4,1.7,52159.0,53063
2019,69.7,11.4,3.0,1.1,47272.0,53065
2019,85.0,21.6,7.7,1.7,66113.0,53067
2019,77.1,9.1,3.1,0.0,49508.0,53069
2019,79.6,18.1,10.0,1.1,52630.0,53071
2019,84.8,22.3,10.6,2.3,56419.0,53073
2019,82.3,24.5,10.4,0.7,41574.0,53075
2019,72.4,9.8,18.2,1.0,47470.0,53077
2019,66.0,9.7,0.5,1.1,37516.0,54001
2019,78.3,13.5,3.4,2.7,59480.0,54003
2019,70.4,4.5,0.3,1.6,37955.0,54005
2019,59.6,10.8,0.2,0.0,41266.0,54007
2019,67.2,12.5,1.4,1.5,48835.0,54009
2019,67.5,14.0,1.6,1.8,37816.0,54011
2019,64.5,7.7,0.8,1.2,36279.0,54013
2019,65.9,5.1,0.0,0.5,34242.0,54015
2019,62.4,9.6,0.7,3.0,44437.0,54017
2019,69.8,10.2,0.9,2.8,39297.0,54019
2019,59.3,9.1,2.7,3.2,37175.0,54021
2019,64.8,8.5,0.1,0.7,40093.0,54023
2019,68.1,12.7,1.3,2.0,40483.0,54025
2019,54.3,7.8,0.6,0.9,36575.0,54027
2019,69.3,11.8,1.7,0.9,43634.0,54029
2019,69.3,9.2,4.2,0.9,42573.0,54031
2019,72.7,14.4,0.9,1.9,48315.0,54033
2019,63.8,10.2,0.5,0.8,41731.0,54035
2019,79.0,18.8,5.0,2.7,72526.0,54037
2019,74.3,14.8,1.8,2.4,46859.0,54039
2019,67.1,9.0,1.5,0.9,39793.0,54041
2019,69.0,6.3,0.2,0.7,37075.0,54043
2019,72.9,5.3,0.4,0.8,37859.0,54045
2019,59.4,3.0,1.3,0.5,25595.0,54047
2019,75.0,13.8,1.3,1.5,48158.0,54049
2019,68.2,11.0,0.7,0.4,42473.0,54051
2019,62.8,7.9,0.7,0.4,38977.0,54053
2019,64.1,13.1,1.2,1.5,37763.0,54055
2019,61.5,7.4,0.6,1.1,40749.0,54057
2019,66.7,5.2,0.1,0.4,31227.0,54059
2019,81.8,20.5,5.6,1.7,49624.0,54061
2019,57.9,9.2,0.4,0.8,36684.0,54063
2019,72.6,10.1,2.3,3.2,46346.0,54065
2019,67.7,8.8,1.0,1.9,39037.0,54067
2019,66.4,18.8,1.7,1.3,45777.0,54069
2019,55.9,6.6,0.7,0.4,39554.0,54071
2019,72.4,7.6,0.2,2.2,45152.0,54073
2019,67.4,10.7,1.3,2.5,37111.0,54075
2019,71.8,8.5,1.2,2.0,46673.0,54077
2019,72.0,15.1,0.9,1.5,59113.0,54079
2019,73.4,12.2,1.7,1.0,42386.0,54081
2019,65.3,9.5,0.8,1.6,40094.0,54083
2019,66.0,5.0,0.8,0.6,41497.0,54085
2019,59.2,7.0,0.5,0.4,37931.0,54087
2019,54.4,8.3,0.7,0.6,35218.0,54089
2019,70.7,13.3,1.0,1.3,45916.0,54091
2019,70.5,8.5,0.6,0.8,43294.0,54093
2019,64.2,9.4,0.8,1.5,40902.0,54095
2019,69.3,10.8,0.6,0.2,39434.0,54097
2019,62.8,7.6,0.5,1.2,38905.0,54099
2019,64.4,5.6,0.3,0.1,33390.0,54101
2019,64.4,7.0,0.7,0.5,40694.0,54103
2019,65.3,3.8,0.0,0.5,38936.0,54105
2019,76.2,13.2,1.0,1.7,45537.0,54107
2019,63.6,5.4,0.3,1.9,37644.0,54109
2019,68.8,8.1,2.9,1.4,44003.0,55001
2019,68.7,13.4,0.8,1.1,41505.0,55003
2019,74.0,12.7,2.3,1.3,49257.0,55005
2019,76.1,19.7,1.7,1.9,50110.0,55007
2019,81.1,20.8,5.8,1.4,56775.0,55009
2019,74.2,12.2,1.5,0.9,54753.0,55011
2019,70.1,12.4,1.2,1.4,45891.0,55013
2019,84.3,21.4,2.8,1.5,70662.0,55015
2019,77.6,14.3,1.1,1.5,55240.0,55017
2019,64.1,8.3,2.6,0.4,49131.0,55019
2019,76.8,16.0,2.2,1.7,63293.0,55021
2019,68.9,11.4,0.9,1.7,47331.0,55023
2019,85.5,29.9,8.6,3.4,67631.0,55025
2019,75.5,11.3,2.1,1.3,56038.0,55027
2019,75.8,20.6,2.7,1.7,56494.0,55029
2019,73.4,16.5,1.8,1.8,50730.0,55031
2019,78.6,17.7,2.6,0.6,54605.0,55033
2019,81.1,19.8,3.6,1.3,52178.0,55035
2019,68.1,12.3,0.9,3.9,47827.0,55037
2019,77.6,15.9,3.7,1.9,57798.0,55039
2019,62.6,8.8,1.3,0.9,43356.0,55041
2019,73.4,13.6,1.6,1.7,50522.0,55043
2019,74.6,15.9,2.6,2.3,60609.0,55045
2019,69.3,13.0,3.3,0.8,50276.0,55047
2019,76.4,16.4,1.6,1.3,60017.0,55049
2019,69.3,13.2,1.1,2.7,39855.0,55051
2019,70.6,8.9,1.5,0.7,51108.0,55053
2019,77.9,16.6,3.7,1.3,59215.0,55055
2019,70.5,9.4,2.1,0.6,48817.0,55057
2019,79.9,16.7,6.2,1.5,57269.0,55059
2019,71.9,14.0,2.1,1.0,60320.0,55061
2019,81.2,21.0,2.9,2.7,54127.0,55063
2019,70.7,12.1,2.3,0.9,55859.0,55065
2019,70.0,10.8,2.0,1.4,44122.0,55067
2019,71.1,12.3,0.9,1.1,54203.0,55069
2019,73.7,14.0,2.6,0.7,51053.0,55071
2019,78.5,16.5,4.2,1.1,56509.0,55073
2019,72.5,10.5,1.5,2.6,44958.0,55075
2019,71.1,9.9,1.9,1.4,49052.0,55077
2019,64.9,10.0,0.9,0.7,38080.0,55078
2019,73.7,19.3,8.8,1.9,46784.0,55079
2019,73.7,13.7,2.1,1.2,56479.0,55081
2019,75.2,11.9,1.5,1.1,55762.0,55083
2019,77.3,17.9,1.5,2.0,52945.0,55085
2019,82.5,20.1,4.0,1.8,61523.0,55087
2019,85.4,29.9,4.5,1.9,80526.0,55089
2019,77.2,12.9,1.5,1.5,51470.0,55091
2019,77.5,18.8,1.8,1.6,66772.0,55093
2019,72.2,13.8,1.0,1.1,53551.0,55095
2019,81.2,21.5,3.3,1.6,54620.0,55097
2019,70.0,12.5,1.9,1.1,45680.0,55099
2019,78.1,16.3,4.7,1.1,58334.0,55101
2019,68.2,11.9,2.3,1.5,48234.0,55103
2019,74.4,14.2,4.6,1.9,53410.0,55105
2019,66.0,10.0,1.8,1.2,41930.0,55107
2019,83.3,24.0,2.4,1.4,77768.0,55109
2019,76.3,15.7,3.2,1.1,54447.0,55111
2019,72.1,14.2,1.5,1.1,43565.0,55113
2019,72.8,10.1,1.3,0.8,51751.0,55115
2019,79.7,16.7,5.7,0.9,56114.0,55117
2019,67.5,10.0,1.4,0.7,49821.0,55119
2019,71.8,13.8,4.3,0.9,54009.0,55121
2019,66.8,14.1,1.1,2.0,49996.0,55123
2019,68.8,17.8,1.8,2.4,42720.0,55125
2019,79.5,18.1,6.3,1.6,58401.0,55127
2019,71.9,15.0,1.1,0.9,46592.0,55129
2019,83.7,21.7,2.7,1.8,73021.0,55131
2019,87.5,28.3,5.1,1.8,81140.0,55133
2019,73.5,13.5,1.9,1.2,54071.0,55135
2019,68.9,9.7,2.9,1.1,48412.0,55137
2019,78.8,19.5,3.5,1.6,55128.0,55139
2019,75.8,13.4,2.6,1.6,51603.0,55141
2019,81.0,28.3,6.8,0.5,45816.0,56001
2019,72.0,14.0,3.0,1.9,51716.0,56003
2019,86.4,14.0,3.0,1.3,80178.0,56005
2019,72.5,15.1,6.3,0.8,57644.0,56007
2019,76.2,12.3,2.1,1.5,62776.0,56009
2019,70.0,14.2,1.2,0.1,66944.0,56011
2019,71.9,15.5,1.3,0.9,55013.0,56013
2019,71.3,15.3,2.6,0.6,48422.0,56015
2019,74.4,13.3,0.7,1.4,48403.0,56017
2019,69.2,18.1,2.4,0.9,52415.0,56019
2019,82.4,17.9,3.3,2.8,62879.0,56021
2019,76.2,14.7,2.2,1.3,63756.0,56023
2019,78.5,14.9,3.0,1.2,59400.0,56025
2019,67.8,14.2,0.3,1.2,36793.0,56027
2019,80.4,19.2,2.4,1.7,60828.0,56029
2019,68.4,14.6,3.0,0.0,47380.0,56031
2019,80.9,18.3,2.3,1.6,56455.0,56033
2019,82.9,19.2,3.9,0.1,84911.0,56035
2019,82.2,15.3,5.0,0.6,71083.0,56037
2019,83.5,37.7,10.8,0.7,80049.0,56039
2019,83.8,11.9,2.9,1.2,54672.0,56041
2019,76.4,15.4,2.3,1.3,51362.0,56043
2019,71.1,14.1,3.8,0.6,59605.0,56045
2020,78.9,15.9,2.0,1.1,58786.0,1001
2020,78.1,20.7,3.4,1.3,55962.0,1003
2020,60.4,7.8,2.5,0.3,34186.0,1005
2020,66.1,7.6,1.4,1.4,45340.0,1007
2020,68.5,8.1,4.4,1.4,48695.0,1009
2020,58.9,7.4,0.9,0.3,32152.0,1011
2020,62.1,9.7,1.4,1.4,39109.0,1013
2020,73.0,10.2,2.7,1.4,45197.0,1015
2020,66.5,9.3,1.4,2.1,39872.0,1017
2020,68.6,6.8,0.8,1.3,41014.0,1019
2020,61.8,9.2,4.5,0.5,45182.0,1021
2020,58.3,8.2,0.5,1.5,34884.0,1023
2020,53.2,8.0,0.4,0.9,36127.0,1025
2020,68.2,5.5,2.0,1.3,41225.0,1027
2020,60.4,8.9,1.5,0.4,40188.0,1029
2020,77.6,15.6,3.6,1.2,53155.0,1031
2020,68.2,11.8,1.7,1.3,47558.0,1033
2020,47.2,7.1,0.7,3.3,33177.0,1035
2020,64.3,8.6,0.5,1.6,38301.0,1037
2020,68.6,9.6,0.7,0.8,40601.0,1039
2020,59.6,11.4,1.9,2.8,39812.0,1041
2020,69.9,8.8,2.4,1.0,42558.0,1043
2020,72.9,11.2,3.3,0.5,45960.0,1045
2020,63.4,8.6,1.3,0.5,31602.0,1047
2020,67.0,7.4,7.5,1.0,39233.0,1049
2020,79.6,16.0,1.8,1.5,59347.0,1051
2020,57.3,8.0,1.0,1.0,35000.0,1053
2020,73.4,10.9,2.9,2.4,44023.0,1055
2020,68.9,9.1,0.9,2.3,37458.0,1057
2020,59.7,7.8,9.3,3.1,40459.0,1059
2020,66.9,7.0,1.5,0.4,38142.0,1061
2020,46.2,6.4,0.1,1.1,21804.0,1063
2020,54.9,9.3,0.6,0.0,30571.0,1065
2020,72.2,10.7,1.1,1.7,48610.0,1067
2020,70.4,13.3,2.3,1.6,45496.0,1069
2020,67.1,9.3,1.7,0.5,39816.0,1071
2020,76.4,19.8,4.0,2.6,51979.0,1073
2020,63.0,8.3,0.6,1.2,36756.0,1075
2020,68.7,14.8,2.1,1.6,46265.0,1077
2020,59.2,7.7,1.0,1.4,44515.0,1079
2020,80.3,19.6,5.5,1.3,48056.0,1081
2020,76.6,16.9,3.7,1.5,56460.0,1083
2020,49.4,9.3,0.3,0.3,30833.0,1085
2020,55.8,11.2,1.1,0.5,32074.0,1087
2020,83.9,25.7,5.5,2.5,63417.0,1089
2020,53.1,8.9,0.4,1.1,32809.0,1091
2020,64.6,8.0,1.3,0.0,35392.0,1093
2020,74.5,12.4,6.6,1.8,42490.0,1095
2020,72.2,15.1,3.3,1.6,46166.0,1097
2020,41.6,8.7,0.6,1.3,30141.0,1099
2020,77.4,18.9,4.7,1.1,47990.0,1101
2020,72.8,15.1,4.2,1.1,49751.0,1103
2020,46.2,8.2,1.5,1.2,23561.0,1105
2020,62.8,9.3,3.3,0.8,37458.0,1107
2020,59.2,14.8,4.3,1.2,34678.0,1109
2020,68.9,9.1,1.6,2.4,41449.0,1111
2020,66.2,10.0,2.5,1.9,40978.0,1113
2020,75.2,11.2,1.7,1.9,54887.0,1115
2020,86.4,27.9,5.3,2.8,75761.0,1117
2020,57.9,11.6,2.1,0.7,23132.0,1119
2020,69.8,8.9,1.7,1.0,41012.0,1121
2020,70.0,12.0,1.5,0.6,43361.0,1123
2020,78.0,18.4,3.7,1.8,52221.0,1125
2020,68.0,7.2,1.4,0.9,41748.0,1127
2020,58.3,6.7,1.1,0.5,40794.0,1129
2020,49.2,8.9,0.5,2.3,27237.0,1131
2020,62.2,8.3,1.1,0.6,38504.0,1133
2020,67.3,8.9,32.6,0.0,69706.0,2013
2020,75.7,13.1,39.7,0.8,85517.0,2016
2020,88.7,21.9,10.7,3.0,83280.0,2020
2020,72.3,7.7,2.0,1.8,54212.0,2050
2020,81.4,18.0,1.9,5.0,84688.0,2060
2020,88.6,28.8,10.2,0.5,84196.0,2068
2020,76.3,10.2,2.9,0.8,58750.0,2070
2020,84.8,20.5,5.2,2.5,77095.0,2090
2020,87.4,23.5,6.6,2.1,64342.0,2100
2020,70.3,17.5,6.5,0.6,63603.0,2105
2020,88.8,25.5,8.9,3.1,88213.0,2110
2020,77.1,14.5,3.1,2.0,66684.0,2122
2020,83.6,17.0,8.4,2.6,70356.0,2130
2020,82.5,16.0,19.4,0.6,78281.0,2150
2020,62.5,3.3,1.1,1.9,35539.0,2158
2020,61.2,8.1,2.8,0.3,46406.0,2164
2020,86.2,13.7,3.6,3.1,75905.0,2170
2020,72.0,8.3,2.9,0.2,58987.0,2180
2020,67.7,11.4,5.9,0.3,75431.0,2185
2020,70.1,7.5,1.3,1.4,62949.0,2188
2020,78.1,22.0,11.0,1.5,66907.0,2195
2020,66.8,11.5,2.7,0.7,54191.0,2198
2020,83.0,20.4,7.9,1.3,71534.0,2220
2020,85.5,27.4,6.8,0.4,72237.0,2230
2020,71.8,10.0,9.9,2.4,71541.0,2240
2020,79.1,19.0,6.3,3.9,82306.0,2261
2020,71.7,14.0,5.1,3.0,57583.0,2275
2020,69.8,16.9,7.8,0.5,65833.0,2282
2020,43.7,7.6,1.4,1.1,40000.0,2290
2020,38.0,7.7,1.7,1.1,32963.0,4001
2020,78.2,14.3,11.0,1.2,48649.0,4003
2020,77.4,21.1,4.8,0.9,57616.0,4005
2020,61.5,11.8,3.8,1.1,42092.0,4007
2020,71.9,9.7,3.6,1.1,51352.0,4009
2020,76.1,9.2,3.2,0.1,60962.0,4011
2020,60.6,8.3,11.0,0.8,33333.0,4012
2020,84.1,20.3,14.9,2.2,61606.0,4013
2020,78.2,8.4,6.7,1.5,43266.0,4015
2020,60.7,9.3,2.9,1.6,40054.0,4017
2020,83.1,18.4,13.0,1.6,51037.0,4019
2020,80.5,12.1,9.2,1.4,55550.0,4021
2020,69.2,13.7,32.1,1.0,40467.0,4023
2020,80.1,15.0,6.3,1.4,50180.0,4025
2020,76.3,9.7,26.7,1.1,44058.0,4027
2020,62.8,10.7,0.7,1.1,39466.0,5001
2020,60.5,9.2,2.7,0.3,39635.0,5003
2020,70.8,11.6,1.8,2.5,41481.0,5005
2020,64.8,21.6,11.3,0.9,64141.0,5007
2020,77.7,10.5,1.0,1.8,43262.0,5009
2020,62.8,10.9,6.7,2.1,39510.0,5011
2020,59.2,8.3,0.6,1.8,44022.0,5013
2020,65.7,13.0,8.6,2.0,43505.0,5015
2020,60.7,10.6,2.1,0.2,33051.0,5017
2020,67.2,17.7,2.8,1.2,39752.0,5019
2020,63.6,7.0,0.8,0.4,33935.0,5021
2020,71.1,8.6,1.4,0.7,43391.0,5023
2020,55.4,10.7,1.6,0.0,42460.0,5025
2020,59.6,13.0,2.0,0.7,36148.0,5027
2020,60.6,11.3,2.3,2.3,41196.0,5029
2020,78.9,16.1,4.2,2.0,45868.0,5031
2020,70.3,10.5,3.7,1.6,46619.0,5033
2020,71.5,12.2,1.7,2.3,39002.0,5035
2020,66.1,8.4,0.4,0.4,43838.0,5037
2020,57.9,10.8,0.9,0.4,36628.0,5039
2020,49.1,8.1,3.9,0.8,30234.0,5041
2020,67.0,13.0,1.2,0.2,43014.0,5043
2020,76.5,18.7,3.2,2.9,51930.0,5045
2020,60.7,9.0,1.8,0.5,39463.0,5047
2020,58.3,8.6,1.2,0.3,36184.0,5049
2020,76.0,12.8,3.5,1.8,43146.0,5051
2020,72.9,11.6,1.0,1.7,51920.0,5053
2020,74.9,11.2,0.7,0.6,47497.0,5055
2020,67.2,9.5,5.4,0.4,41355.0,5057
2020,64.5,9.8,1.3,0.5,41262.0,5059
2020,63.5,11.2,5.8,2.6,35900.0,5061
2020,61.6,12.1,3.1,1.3,43523.0,5063
2020,57.2,9.9,1.9,1.7,40218.0,5065
2020,62.3,6.2,0.5,0.9,33174.0,5067
2020,56.3,11.3,1.6,1.0,38289.0,5069
2020,65.0,10.3,9.3,1.2,37170.0,5071
2020,55.5,13.0,1.8,0.7,32412.0,5073
2020,63.7,10.4,0.9,0.6,38528.0,5075
2020,52.2,6.7,0.9,0.2,28367.0,5077
2020,57.9,6.3,1.9,0.0,45166.0,5079
2020,62.6,7.3,0.3,0.2,45388.0,5081
2020,69.2,8.3,1.8,1.9,39748.0,5083
2020,77.5,14.2,2.1,2.2,57509.0,5085
2020,61.1,6.9,3.5,2.8,43891.0,5087
2020,74.0,10.8,1.2,1.3,35518.0,5089
2020,72.3,11.0,1.6,1.5,41903.0,5091
2020,66.3,7.9,1.7,3.7,37237.0,5093
2020,55.4,7.6,0.7,0.0,35190.0,5095
2020,58.4,5.8,3.4,0.4,37855.0,5097
2020,52.9,10.5,0.6,0.0,37635.0,5099
2020,58.9,10.2,0.7,2.0,39896.0,5101
2020,60.0,10.0,0.6,1.8,34887.0,5103
2020,66.2,8.4,0.5,2.5,46071.0,5105
2020,61.3,8.5,0.6,0.3,29263.0,5107
2020,61.6,8.4,4.1,0.7,37406.0,5109
2020,70.1,7.3,0.6,1.2,39277.0,5111
2020,62.8,8.0,4.5,0.4,37035.0,5113
2020,71.3,14.6,5.2,0.9,41914.0,5115
2020,54.4,10.8,0.1,0.8,41846.0,5117
2020,75.4,20.9,5.5,3.4,50093.0,5119
2020,64.1,9.2,1.9,0.5,36870.0,5121
2020,51.9,6.1,1.4,1.7,35356.0,5123
2020,80.8,16.8,3.1,2.8,62152.0,5125
2020,55.5,4.8,2.0,0.2,35509.0,5127
2020,58.5,8.6,0.9,0.0,36390.0,5129
2020,72.8,13.3,9.0,1.5,43240.0,5131
2020,70.8,7.4,16.5,0.2,46667.0,5133
2020,57.7,7.3,0.8,1.2,33708.0,5135
2020,47.0,8.5,0.4,2.2,36162.0,5137
2020,60.1,15.0,2.2,1.1,44000.0,5139
2020,60.4,8.1,1.1,0.1,36897.0,5141
2020,76.9,19.7,10.9,1.5,49629.0,5143
2020,73.3,12.9,2.8,1.4,43822.0,5145
2020,54.6,8.7,0.5,0.0,31023.0,5147
2020,66.7,9.9,9.5,0.7,42361.0,5149
2020,87.5,26.4,32.4,4.0,92574.0,6001
2020,84.9,19.0,2.4,0.0,64688.0,6003
2020,81.4,13.2,5.7,2.4,61198.0,6005
2020,83.2,17.5,7.6,1.8,48443.0,6007
2020,77.9,12.7,5.7,2.6,58151.0,6009
2020,77.3,11.5,27.5,0.1,56704.0,6011
2020,90.2,26.1,25.0,3.2,93712.0,6013
2020,76.8,8.3,7.0,0.9,45258.0,6015
2020,85.7,21.7,9.6,2.4,80582.0,6017
2020,77.9,13.8,21.3,1.5,51261.0,6019
2020,69.8,10.9,18.8,0.7,47395.0,6021
2020,81.1,19.6,5.4,1.6,45528.0,6023
2020,73.9,9.9,31.1,0.9,45834.0,6025
2020,77.9,16.1,9.2,1.6,52874.0,6027
2020,76.8,10.7,20.0,1.1,52479.0,6029
2020,77.2,9.5,18.1,1.1,53865.0,6031
2020,72.6,10.3,8.9,1.8,42475.0,6033
2020,76.1,8.0,5.2,1.0,56362.0,6035
2020,82.1,20.7,34.2,4.7,64251.0,6037
2020,76.8,10.0,20.6,1.7,52884.0,6039
2020,90.5,33.2,18.4,4.8,110217.0,6041
2020,76.1,14.6,7.1,1.6,51199.0,6043
2020,77.6,16.3,13.0,1.6,49233.0,6045
2020,79.7,9.1,25.7,1.1,50129.0,6047
2020,69.4,10.4,7.2,0.2,45149.0,6049
2020,83.3,23.3,17.6,0.1,63018.0,6051
2020,80.8,14.7,30.0,1.3,66676.0,6053
2020,87.6,23.0,22.4,1.3,84753.0,6055
2020,84.4,23.6,5.5,1.5,63240.0,6057
2020,89.3,25.7,30.2,2.3,85398.0,6059
2020,88.4,25.9,11.0,2.8,84357.0,6061
2020,75.9,13.3,4.0,0.5,53270.0,6063
2020,84.7,13.9,21.7,1.6,63948.0,6065
2020,85.6,20.1,20.8,2.1,63902.0,6067
2020,88.8,13.6,20.3,1.6,81977.0,6069
2020,81.7,13.2,21.0,1.4,60164.0,6071
2020,88.8,23.5,23.4,2.5,74855.0,6073
2020,86.0,34.3,34.4,6.9,104552.0,6075
2020,79.9,12.6,23.3,1.6,61145.0,6077
2020,86.2,21.4,10.3,1.7,70699.0,6079
2020,89.7,28.8,34.8,5.3,113776.0,6081
2020,85.3,20.0,22.9,2.0,71657.0,6083
2020,90.7,27.3,38.7,6.1,116178.0,6085
2020,86.4,23.7,17.9,2.9,78041.0,6087
2020,78.8,14.6,5.5,2.0,50905.0,6089
2020,73.2,8.9,2.2,0.0,48125.0,6091
2020,77.8,14.9,5.2,1.9,44200.0,6093
2020,88.7,18.3,20.0,2.0,77609.0,6095
2020,87.1,22.0,16.5,2.1,76753.0,6097
2020,82.8,11.5,20.6,1.3,57387.0,6099
2020,82.0,11.8,22.2,0.9,56955.0,6101
2020,71.7,11.1,8.8,1.5,42899.0,6103
2020,66.9,14.9,4.5,1.5,38497.0,6105
2020,73.6,9.6,22.2,1.1,47518.0,6107
2020,78.2,12.9,4.5,2.3,56493.0,6109
2020,86.8,20.8,22.0,2.5,84017.0,6111
2020,86.5,21.1,22.8,1.1,65923.0,6113
2020,80.3,11.7,12.5,2.2,52624.0,6115
2020,82.1,16.0,15.4,2.8,67575.0,8001
2020,72.0,15.9,8.5,1.4,39191.0,8003
2020,88.2,27.1,15.0,4.5,73925.0,8005
2020,81.1,25.7,6.1,1.2,50753.0,8007
2020,69.4,16.3,3.8,0.2,37500.0,8009
2020,73.5,8.9,4.7,1.0,34392.0,8011
2020,89.6,33.1,10.8,4.0,78642.0,8013
2020,92.3,34.9,9.2,4.8,89624.0,8014
2020,81.6,20.3,3.2,2.5,54580.0,8015
2020,79.5,17.3,7.9,0.0,55227.0,8017
2020,83.4,28.2,3.3,1.7,69936.0,8019
2020,63.0,14.9,2.5,1.3,34746.0,8021
2020,59.0,9.9,9.8,0.9,30593.0,8023
2020,75.0,6.1,4.7,0.7,37586.0,8025
2020,82.7,24.1,2.6,0.4,44644.0,8027
2020,71.1,13.7,4.3,2.6,44512.0,8029
2020,83.7,29.2,15.6,3.9,63793.0,8031
2020,64.7,12.8,1.0,0.3,41714.0,8033
2020,95.5,37.4,7.3,6.0,115314.0,8035
2020,88.7,34.7,18.3,1.5,84685.0,8037
2020,89.4,25.0,2.6,4.0,96658.0,8039
2020,89.3,22.9,6.9,3.0,65334.0,8041
2020,79.4,11.4,2.9,2.0,46296.0,8043
2020,83.4,19.5,14.9,1.1,72898.0,8045
2020,85.8,25.1,2.9,0.5,75120.0,8047
2020,87.0,27.7,8.0,0.6,70469.0,8049
2020,82.8,38.5,4.4,1.9,54979.0,8051
2020,68.0,32.4,1.4,0.4,52188.0,8053
2020,62.2,15.4,2.8,1.8,36705.0,8055
2020,75.1,13.1,6.4,0.0,48828.0,8057
2020,88.4,27.7,6.6,3.4,78943.0,8059
2020,82.0,15.2,0.5,0.2,39784.0,8061
2020,77.9,12.9,7.8,1.4,51046.0,8063
2020,76.4,26.0,8.6,1.9,46918.0,8065
2020,77.1,27.9,2.8,1.7,64372.0,8067
2020,88.0,27.6,5.5,2.2,67664.0,8069
2020,69.2,12.6,5.5,0.4,41945.0,8071
2020,77.3,9.0,4.8,0.3,49423.0,8073
2020,80.2,13.7,4.2,1.6,48922.0,8075
2020,83.7,18.0,3.9,1.9,53683.0,8077
2020,78.4,26.3,1.0,2.7,61058.0,8079
2020,79.6,11.5,7.4,0.7,52807.0,8081
2020,68.4,18.1,2.3,0.7,46797.0,8083
2020,74.9,15.9,6.7,0.6,48739.0,8085
2020,78.8,11.2,13.6,1.3,51626.0,8087
2020,70.6,11.6,5.7,1.1,34136.0,8089
2020,82.5,28.5,2.0,3.8,62230.0,8091
2020,82.6,21.7,3.0,1.6,66861.0,8093
2020,79.4,17.3,13.1,2.5,50724.0,8095
2020,88.9,48.0,11.6,2.1,71244.0,8097
2020,76.7,12.0,10.4,0.7,40097.0,8099
2020,73.6,14.3,3.5,1.9,44634.0,8101
2020,78.2,14.1,2.8,1.1,55543.0,8103
2020,64.3,14.5,4.8,2.7,38639.0,8105
2020,91.2,32.3,5.9,1.1,74273.0,8107
2020,64.2,15.9,10.8,1.3,34410.0,8109
2020,77.1,27.6,3.3,0.0,46563.0,8111
2020,80.6,41.1,8.8,4.3,64478.0,8113
2020,69.2,13.5,3.0,0.0,45188.0,8115
2020,82.6,37.7,11.1,1.1,77589.0,8117
2020,87.2,20.3,3.4,1.1,65382.0,8119
2020,77.2,12.1,3.1,1.5,49375.0,8121
2020,83.9,18.4,8.7,1.6,70908.0,8123
2020,73.3,14.5,10.4,0.4,48394.0,8125
2020,87.1,26.4,21.7,3.2,92969.0,9001
2020,82.2,21.5,15.3,2.7,72321.0,9003
